date,team1,score1,team2,score2,forfeit,overtime
2026-09-08,Collegiate School of Med-Bio Science with McKinley Classical Leadership,,Lutheran North,,False,False
2026-09-08,Mexico,,Marshall,,False,False
2026-09-08,Willard,,Marshfield,,False,False
2026-09-08,Smithville,,Maryville,,False,False
2026-09-08,Bishop DuBourg,,Metro,,False,False
2026-09-08,Lafayette (Wildwood),,MICDS,,False,False
2026-09-08,Greenwood,,New Heights Christian with McAuley Catholic,,False,False
2026-09-08,Springfield Catholic,,Nixa,,False,False
2026-09-08,Mehlville,,Northwest (Cedar Hill),,False,False
2026-09-08,Central (Cape Girardeau),,Notre Dame (Cape Girardeau),,False,False
2026-09-08,Pleasant Hill,,Oak Grove,,False,False
2026-09-08,Francis Howell,,Oakville,,False,False
2026-09-08,Summit Christian Academy,,Odessa,,False,False
2026-09-08,Warrenton,,Orchard Farm,,False,False
2026-09-08,Sullivan,,Osage,,False,False
2026-09-08,Lee's Summit,,Park Hill South,,False,False
2026-09-08,Republic,,Parkview,,False,False
2026-09-08,Westminster Christian Academy,,Pattonville,,False,False
2026-09-08,Windsor (Imperial),,Perryville,,False,False
2026-09-08,Oak Park,,Platte County,,False,False
2026-09-08,Grain Valley,,Raymore-Peculiar,,False,False
2026-09-08,Parkway West,,Ritenour,,False,False
2026-09-08,Battle with Columbia Independent,,Rock Bridge,,False,False
2026-09-08,Bolivar,,Rolla,,False,False
2026-09-08,Central (St. Joseph),,Savannah,,False,False
2026-09-08,Fredericktown,,Saxony Lutheran with St. Vincent,,False,False
2026-09-08,Moberly,,Southern Boone,,False,False
2026-09-08,St. Charles West,,St. Charles,,False,False
2026-09-08,St. Mary's South Side,,St. Pius X (Festus),,False,False
2026-09-08,Liberty North,,Staley,,False,False
2026-09-08,Rock Bridge,,Stover,,False,False
2026-09-08,Monett,,Thomas Jefferson Independent Day,,False,False
2026-09-08,Francis Howell North,,Troy Buchanan,,False,False
2026-09-08,Veritas Christian Academy,,Union,,False,False
2026-09-08,Northeast (Kansas City),,Van Horn,,False,False
2026-09-08,Timberland,,Washington,,False,False
2026-09-08,Logan-Rogersville,,Webb City,,False,False
2026-09-08,SLUH,,Webster Groves,,False,False
2026-09-08,Aurora,,West Plains,,False,False
2026-09-09,La Monte,,Iberia,,False,False
2026-09-09,Smithton,,Knob Noster,,False,False
2026-09-09,St. Dominic,,Lindbergh,,False,False
2026-09-09,Priory,,Marquette,,False,False
2026-09-09,Perryville,,North County,,False,False
2026-09-09,St. Michael the Archangel,,Park Hill South,,False,False
2026-09-09,Platte County,,Raytown South,,False,False
2026-09-09,Chaminade College Prep,,Rockwood Summit,,False,False
2026-09-09,Guadalupe Centers Charter,,Ruskin,,False,False
2026-09-09,William Chrisman,,Truman,,False,False
2026-09-09,Fort Osage,,Winnetonka,,False,False
2026-09-09,Pacific,,Wright City,,False,False
2026-09-10,Ritenour,,Affton,,False,False
2026-09-10,Barstow,,Belton,,False,False
2026-09-10,Northeast (Kansas City),,Benton,,False,False
